Heavy particle collisions / Elastic Scattering / H, H --> H
IAEA-APID-8 (1998)
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H (E= .100 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H (E= 1.00 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H (E= 1.25 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H (E= 1.58 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H (E= 1.99 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H (E= 2.51 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H (E= 3.16 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H (E= 3.98 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H (E= 5.01 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H (E= 6.30 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H (E= 7.94 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H (E= .125 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H (E= 10.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H (E= 12.5 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H (E= 15.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H (E= 19.9 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H (E= 25.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H (E= 31.6 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H (E= 39.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H (E= 50.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H (E= 63.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H (E= 79.4 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H (E= .158 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H (E= 100. eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
25	EL	H, H (E= .199 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
26	EL	H, H (E= .251 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
27	EL	H, H (E= .316 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
28	EL	H, H (E= .398 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
29	EL	H, H (E= .501 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
30	EL	H, H (E= .631 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
31	EL	H, H (E= .794 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H (E= .100 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
2.7792E-01	1.7030E-15	2.7792E-01	6.0814E+01
2.8157E-01	1.7330E-15	2.8157E-01	6.1887E+01
2.8525E-01	1.7679E-15	2.8525E-01	6.3133E+01
2.8895E-01	1.8064E-15	2.8895E-01	6.4509E+01
2.9268E-01	1.8474E-15	2.9268E-01	6.5973E+01
2.9642E-01	1.8895E-15	2.9642E-01	6.7474E+01
3.0018E-01	1.9311E-15	3.0018E-01	6.8961E+01
3.0397E-01	1.9709E-15	3.0397E-01	7.0381E+01
3.0778E-01	2.0073E-15	3.0778E-01	7.1681E+01
3.1161E-01	2.0390E-15	3.1161E-01	7.2814E+01
3.1545E-01	2.0647E-15	3.1545E-01	7.3733E+01
3.1933E-01	2.0834E-15	3.1933E-01	7.4399E+01
3.2322E-01	2.0941E-15	3.2322E-01	7.4780E+01
3.2713E-01	2.0961E-15	3.2713E-01	7.4852E+01
3.3106E-01	2.0890E-15	3.3106E-01	7.4599E+01
3.3502E-01	2.0726E-15	3.3502E-01	7.4014E+01
3.3899E-01	2.0471E-15	3.3899E-01	7.3102E+01
3.4298E-01	2.0126E-15	3.4298E-01	7.1871E+01
3.4700E-01	1.9698E-15	3.4700E-01	7.0344E+01
3.5104E-01	1.9195E-15	3.5104E-01	6.8545E+01
3.5509E-01	1.8625E-15	3.5509E-01	6.6510E+01
3.5917E-01	1.7999E-15	3.5917E-01	6.4276E+01
3.6327E-01	1.7330E-15	3.6327E-01	6.1887E+01
3.6738E-01	1.6631E-15	3.6738E-01	5.9390E+01
3.7152E-01	1.5915E-15	3.7152E-01	5.6833E+01
3.7568E-01	1.5196E-15	3.7568E-01	5.4264E+01
3.7985E-01	1.4487E-15	3.7985E-01	5.1733E+01
3.8405E-01	1.3802E-15	3.8405E-01	4.9286E+01
3.8827E-01	1.3152E-15	3.8827E-01	4.6966E+01
3.9250E-01	1.2548E-15	3.9250E-01	4.4811E+01
3.9676E-01	1.2000E-15	3.9676E-01	4.2853E+01
4.0104E-01	1.1514E-15	4.0104E-01	4.1116E+01
4.0533E-01	1.1094E-15	4.0533E-01	3.9618E+01
4.0965E-01	1.0743E-15	4.0965E-01	3.8365E+01
4.1398E-01	1.0461E-15	4.1398E-01	3.7357E+01
4.1833E-01	1.0244E-15	4.1833E-01	3.6581E+01
4.2271E-01	1.0087E-15	4.2271E-01	3.6020E+01
4.2710E-01	9.9821E-16	4.2710E-01	3.5647E+01
4.3151E-01	9.9210E-16	4.3151E-01	3.5429E+01
4.3594E-01	9.8930E-16	4.3594E-01	3.5328E+01
4.4039E-01	9.8869E-16	4.4039E-01	3.5307E+01
4.4486E-01	9.8912E-16	4.4486E-01	3.5322E+01
4.4934E-01	9.8948E-16	4.4934E-01	3.5335E+01
4.5385E-01	9.8869E-16	4.5385E-01	3.5307E+01
4.5837E-01	9.8581E-16	4.5837E-01	3.5204E+01
4.6292E-01	9.7999E-16	4.6292E-01	3.4996E+01
4.6748E-01	9.7058E-16	4.6748E-01	3.4660E+01
4.7206E-01	9.5709E-16	4.7206E-01	3.4178E+01
4.7666E-01	9.3924E-16	4.7666E-01	3.3541E+01
4.8127E-01	9.1697E-16	4.8127E-01	3.2746E+01
4.8591E-01	8.9045E-16	4.8591E-01	3.1799E+01
4.9056E-01	8.6010E-16	4.9056E-01	3.0715E+01
4.9523E-01	8.2655E-16	4.9523E-01	2.9517E+01
4.9992E-01	7.9069E-16	4.9992E-01	2.8236E+01
5.0463E-01	7.5359E-16	5.0463E-01	2.6911E+01
5.0935E-01	7.1652E-16	5.0935E-01	2.5587E+01
5.1409E-01	6.8084E-16	5.1409E-01	2.4313E+01
5.1885E-01	6.4802E-16	5.1885E-01	2.3141E+01
5.2363E-01	6.1951E-16	5.2363E-01	2.2123E+01
5.2843E-01	5.9669E-16	5.2843E-01	2.1308E+01
5.3324E-01	5.8084E-16	5.3324E-01	2.0742E+01
5.3807E-01	5.7304E-16	5.3807E-01	2.0463E+01
5.4292E-01	5.7410E-16	5.4292E-01	2.0501E+01
5.4778E-01	5.8459E-16	5.4778E-01	2.0876E+01
5.5266E-01	6.0476E-16	5.5266E-01	2.1596E+01
5.5756E-01	6.3455E-16	5.5756E-01	2.2660E+01
5.6248E-01	6.7359E-16	5.6248E-01	2.4054E+01
5.6741E-01	7.2119E-16	5.6741E-01	2.5754E+01
5.7236E-01	7.7640E-16	5.7236E-01	2.7726E+01
5.7732E-01	8.3800E-16	5.7732E-01	2.9926E+01
5.8230E-01	9.0454E-16	5.8230E-01	3.2302E+01
5.8730E-01	9.7438E-16	5.8730E-01	3.4796E+01
5.9232E-01	1.0457E-15	5.9232E-01	3.7343E+01
5.9735E-01	1.1167E-15	5.9735E-01	3.9878E+01
6.0240E-01	1.1854E-15	6.0240E-01	4.2331E+01
6.0746E-01	1.2499E-15	6.0746E-01	4.4635E+01
6.1254E-01	1.3085E-15	6.1254E-01	4.6727E+01
6.1764E-01	1.3596E-15	6.1764E-01	4.8551E+01
6.2275E-01	1.4018E-15	6.2275E-01	5.0061E+01
6.2788E-01	1.4343E-15	6.2788E-01	5.1221E+01
6.3302E-01	1.4564E-15	6.3302E-01	5.2009E+01
6.3818E-01	1.4678E-15	6.3818E-01	5.2416E+01
6.4336E-01	1.4687E-15	6.4336E-01	5.2448E+01
6.4854E-01	1.4596E-15	6.4854E-01	5.2124E+01
6.5375E-01	1.4414E-15	6.5375E-01	5.1473E+01
6.5897E-01	1.4151E-15	6.5897E-01	5.0534E+01
6.6421E-01	1.3820E-15	6.6421E-01	4.9354E+01
6.6946E-01	1.3436E-15	6.6946E-01	4.7982E+01
6.7473E-01	1.3014E-15	6.7473E-01	4.6472E+01
6.8001E-01	1.2567E-15	6.8001E-01	4.4876E+01
6.8530E-01	1.2110E-15	6.8530E-01	4.3245E+01
6.9061E-01	1.1656E-15	6.9061E-01	4.1623E+01
6.9594E-01	1.1216E-15	6.9594E-01	4.0052E+01
7.0128E-01	1.0799E-15	7.0128E-01	3.8564E+01
7.0664E-01	1.0413E-15	7.0664E-01	3.7185E+01
7.1201E-01	1.0061E-15	7.1201E-01	3.5929E+01
7.1739E-01	9.7456E-16	7.1739E-01	3.4802E+01
7.2279E-01	9.4649E-16	7.2279E-01	3.3800E+01
7.2820E-01	9.2153E-16	7.2820E-01	3.2908E+01
7.3363E-01	8.9907E-16	7.3363E-01	3.2106E+01
7.3907E-01	8.7838E-16	7.3907E-01	3.1367E+01
7.4452E-01	8.5860E-16	7.4452E-01	3.0661E+01
7.4999E-01	8.3891E-16	7.4999E-01	2.9958E+01
7.5547E-01	8.1854E-16	7.5547E-01	2.9230E+01
7.6097E-01	7.9690E-16	7.6097E-01	2.8458E+01
7.6648E-01	7.7362E-16	7.6648E-01	2.7627E+01
7.7200E-01	7.4862E-16	7.7200E-01	2.6734E+01
7.7753E-01	7.2211E-16	7.7753E-01	2.5787E+01
7.8308E-01	6.9462E-16	7.8308E-01	2.4805E+01
7.8864E-01	6.6694E-16	7.8864E-01	2.3817E+01
7.9422E-01	6.4015E-16	7.9422E-01	2.2860E+01
7.9981E-01	6.1548E-16	7.9981E-01	2.1979E+01
8.0541E-01	5.9432E-16	8.0541E-01	2.1224E+01
8.1102E-01	5.7810E-16	8.1102E-01	2.0644E+01
8.1665E-01	5.6821E-16	8.1665E-01	2.0291E+01
8.2229E-01	5.6592E-16	8.2229E-01	2.0209E+01
8.2794E-01	5.7231E-16	8.2794E-01	2.0438E+01
8.3360E-01	5.8815E-16	8.3360E-01	2.1003E+01
8.3928E-01	6.1383E-16	8.3928E-01	2.1920E+01
8.4497E-01	6.4936E-16	8.4497E-01	2.3189E+01
8.5067E-01	6.9424E-16	8.5067E-01	2.4792E+01
8.5638E-01	7.4752E-16	8.5638E-01	2.6695E+01
8.6211E-01	8.0782E-16	8.6211E-01	2.8848E+01
8.6784E-01	8.7330E-16	8.6784E-01	3.1186E+01
8.7359E-01	9.4183E-16	8.7359E-01	3.3633E+01
8.7935E-01	1.0110E-15	8.7935E-01	3.6105E+01
8.8512E-01	1.0784E-15	8.8512E-01	3.8511E+01
8.9091E-01	1.1415E-15	8.9091E-01	4.0763E+01
8.9670E-01	1.1979E-15	8.9670E-01	4.2778E+01
9.0251E-01	1.2456E-15	9.0251E-01	4.4481E+01
9.0832E-01	1.2828E-15	9.0832E-01	4.5811E+01
9.1415E-01	1.3084E-15	9.1415E-01	4.6722E+01
9.1999E-01	1.3214E-15	9.1999E-01	4.7188E+01
9.2584E-01	1.3217E-15	9.2584E-01	4.7199E+01
9.3170E-01	1.3097E-15	9.3170E-01	4.6769E+01
9.3757E-01	1.2861E-15	9.3757E-01	4.5926E+01
9.4345E-01	1.2523E-15	9.4345E-01	4.4719E+01
9.4935E-01	1.2099E-15	9.4935E-01	4.3208E+01
9.5525E-01	1.1611E-15	9.5525E-01	4.1464E+01
9.6116E-01	1.1080E-15	9.6116E-01	3.9567E+01
9.6708E-01	1.0528E-15	9.6708E-01	3.7596E+01
9.7302E-01	9.9777E-16	9.7302E-01	3.5631E+01
9.7896E-01	9.4493E-16	9.7896E-01	3.3744E+01
9.8491E-01	8.9603E-16	9.8491E-01	3.1998E+01
9.9088E-01	8.5248E-16	9.9088E-01	3.0443E+01
9.9685E-01	8.1527E-16	9.9685E-01	2.9114E+01
1.0028E+00	7.8496E-16	1.0028E+00	2.8031E+01
1.0088E+00	7.6163E-16	1.0088E+00	2.7198E+01
1.0148E+00	7.4498E-16	1.0148E+00	2.6604E+01
1.0208E+00	7.3433E-16	1.0208E+00	2.6223E+01
1.0269E+00	7.2871E-16	1.0269E+00	2.6023E+01
1.0329E+00	7.2695E-16	1.0329E+00	2.5960E+01
1.0389E+00	7.2778E-16	1.0389E+00	2.5989E+01
1.0450E+00	7.2991E-16	1.0450E+00	2.6066E+01
1.0510E+00	7.3214E-16	1.0510E+00	2.6145E+01
1.0571E+00	7.3340E-16	1.0571E+00	2.6190E+01
1.0632E+00	7.3285E-16	1.0632E+00	2.6171E+01
1.0692E+00	7.2990E-16	1.0692E+00	2.6065E+01
1.0753E+00	7.2423E-16	1.0753E+00	2.5863E+01
1.0814E+00	7.1585E-16	1.0814E+00	2.5563E+01
1.0875E+00	7.0498E-16	1.0875E+00	2.5175E+01
1.0937E+00	6.9215E-16	1.0937E+00	2.4717E+01
1.0998E+00	6.7805E-16	1.0998E+00	2.4213E+01
1.1059E+00	6.6351E-16	1.1059E+00	2.3694E+01
1.1120E+00	6.4945E-16	1.1120E+00	2.3192E+01
1.1182E+00	6.3676E-16	1.1182E+00	2.2739E+01
1.1243E+00	6.2628E-16	1.1243E+00	2.2365E+01
1.1305E+00	6.1870E-16	1.1305E+00	2.2094E+01
1.1367E+00	6.1454E-16	1.1367E+00	2.1946E+01
1.1428E+00	6.1413E-16	1.1428E+00	2.1931E+01
1.1490E+00	6.1761E-16	1.1490E+00	2.2055E+01
1.1552E+00	6.2491E-16	1.1552E+00	2.2316E+01
1.1614E+00	6.3580E-16	1.1614E+00	2.2705E+01
1.1676E+00	6.4996E-16	1.1676E+00	2.3210E+01
1.1738E+00	6.6692E-16	1.1738E+00	2.3816E+01
1.1800E+00	6.8618E-16	1.1800E+00	2.4504E+01
1.1863E+00	7.0717E-16	1.1863E+00	2.5254E+01
1.1925E+00	7.2933E-16	1.1925E+00	2.6045E+01
1.1987E+00	7.5208E-16	1.1987E+00	2.6857E+01
1.2050E+00	7.7484E-16	1.2050E+00	2.7670E+01
1.2112E+00	7.9709E-16	1.2112E+00	2.8465E+01
1.2175E+00	8.1835E-16	1.2175E+00	2.9224E+01
1.2237E+00	8.3818E-16	1.2237E+00	2.9932E+01
1.2300E+00	8.5622E-16	1.2300E+00	3.0576E+01
1.2363E+00	8.7215E-16	1.2363E+00	3.1145E+01
1.2425E+00	8.8569E-16	1.2425E+00	3.1628E+01
1.2488E+00	8.9655E-16	1.2488E+00	3.2016E+01
1.2551E+00	9.0446E-16	1.2551E+00	3.2299E+01
1.2614E+00	9.0914E-16	1.2614E+00	3.2466E+01
1.2677E+00	9.1026E-16	1.2677E+00	3.2506E+01
1.2740E+00	9.0753E-16	1.2740E+00	3.2409E+01
1.2803E+00	9.0069E-16	1.2803E+00	3.2164E+01
1.2866E+00	8.8957E-16	1.2866E+00	3.1767E+01
1.2929E+00	8.7413E-16	1.2929E+00	3.1216E+01
1.2993E+00	8.5451E-16	1.2993E+00	3.0515E+01
1.3056E+00	8.3106E-16	1.3056E+00	2.9678E+01
1.3119E+00	8.0431E-16	1.3119E+00	2.8722E+01
1.3182E+00	7.7499E-16	1.3182E+00	2.7675E+01
1.3246E+00	7.4400E-16	1.3246E+00	2.6569E+01
1.3309E+00	7.1233E-16	1.3309E+00	2.5438E+01
1.3373E+00	6.8108E-16	1.3373E+00	2.4322E+01
1.3436E+00	6.5135E-16	1.3436E+00	2.3260E+01
1.3500E+00	6.2425E-16	1.3500E+00	2.2292E+01
1.3563E+00	6.0082E-16	1.3563E+00	2.1456E+01
1.3627E+00	5.8200E-16	1.3627E+00	2.0784E+01
1.3691E+00	5.6861E-16	1.3691E+00	2.0306E+01
1.3755E+00	5.6127E-16	1.3755E+00	2.0043E+01
1.3818E+00	5.6036E-16	1.3818E+00	2.0011E+01
1.3882E+00	5.6599E-16	1.3882E+00	2.0212E+01
1.3946E+00	5.7798E-16	1.3946E+00	2.0640E+01
1.4010E+00	5.9587E-16	1.4010E+00	2.1279E+01
1.4074E+00	6.1893E-16	1.4074E+00	2.2102E+01
1.4137E+00	6.4622E-16	1.4137E+00	2.3077E+01
1.4201E+00	6.7663E-16	1.4201E+00	2.4163E+01
1.4265E+00	7.0898E-16	1.4265E+00	2.5318E+01
1.4329E+00	7.4207E-16	1.4329E+00	2.6500E+01
1.4393E+00	7.7477E-16	1.4393E+00	2.7668E+01
1.4457E+00	8.0605E-16	1.4457E+00	2.8784E+01
1.4521E+00	8.3501E-16	1.4521E+00	2.9819E+01
1.4585E+00	8.6094E-16	1.4585E+00	3.0745E+01
1.4649E+00	8.8331E-16	1.4649E+00	3.1543E+01
1.4713E+00	9.0175E-16	1.4713E+00	3.2202E+01
1.4777E+00	9.1612E-16	1.4777E+00	3.2715E+01
1.4842E+00	9.2644E-16	1.4842E+00	3.3084E+01
1.4906E+00	9.3292E-16	1.4906E+00	3.3315E+01
1.4970E+00	9.3589E-16	1.4970E+00	3.3421E+01
1.5034E+00	9.3584E-16	1.5034E+00	3.3419E+01
1.5098E+00	9.3335E-16	1.5098E+00	3.3331E+01
1.5162E+00	9.2905E-16	1.5162E+00	3.3177E+01
1.5226E+00	9.2355E-16	1.5226E+00	3.2981E+01
1.5291E+00	9.1748E-16	1.5291E+00	3.2764E+01
1.5355E+00	9.1135E-16	1.5355E+00	3.2545E+01
1.5419E+00	9.0563E-16	1.5419E+00	3.2341E+01
1.5483E+00	9.0068E-16	1.5483E+00	3.2164E+01
1.5547E+00	8.9676E-16	1.5547E+00	3.2024E+01
1.5612E+00	8.9406E-16	1.5612E+00	3.1927E+01
1.5676E+00	8.9267E-16	1.5676E+00	3.1878E+01
1.5740E+00	8.9267E-16	1.5740E+00	3.1878E+01
1.5804E+00	8.9406E-16	1.5804E+00	3.1927E+01
1.5869E+00	8.9676E-16	1.5869E+00	3.2024E+01
1.5933E+00	9.0068E-16	1.5933E+00	3.2164E+01
1.5997E+00	9.0563E-16	1.5997E+00	3.2341E+01
1.6061E+00	9.1135E-16	1.6061E+00	3.2545E+01
1.6125E+00	9.1748E-16	1.6125E+00	3.2764E+01
1.6189E+00	9.2355E-16	1.6189E+00	3.2981E+01
1.6254E+00	9.2905E-16	1.6254E+00	3.3177E+01
1.6318E+00	9.3335E-16	1.6318E+00	3.3331E+01
1.6382E+00	9.3584E-16	1.6382E+00	3.3419E+01
1.6446E+00	9.3589E-16	1.6446E+00	3.3421E+01
1.6510E+00	9.3292E-16	1.6510E+00	3.3315E+01
1.6574E+00	9.2644E-16	1.6574E+00	3.3084E+01
1.6639E+00	9.1612E-16	1.6639E+00	3.2715E+01
1.6703E+00	9.0175E-16	1.6703E+00	3.2202E+01
1.6767E+00	8.8331E-16	1.6767E+00	3.1543E+01
1.6831E+00	8.6094E-16	1.6831E+00	3.0745E+01
1.6895E+00	8.3501E-16	1.6895E+00	2.9819E+01
1.6959E+00	8.0605E-16	1.6959E+00	2.8784E+01
1.7023E+00	7.7477E-16	1.7023E+00	2.7668E+01
1.7087E+00	7.4207E-16	1.7087E+00	2.6500E+01
1.7151E+00	7.0898E-16	1.7151E+00	2.5318E+01
1.7215E+00	6.7663E-16	1.7215E+00	2.4163E+01
1.7279E+00	6.4622E-16	1.7279E+00	2.3077E+01
1.7342E+00	6.1893E-16	1.7342E+00	2.2102E+01
1.7406E+00	5.9587E-16	1.7406E+00	2.1279E+01
1.7470E+00	5.7798E-16	1.7470E+00	2.0640E+01
1.7534E+00	5.6599E-16	1.7534E+00	2.0212E+01
1.7598E+00	5.6036E-16	1.7598E+00	2.0011E+01
1.7661E+00	5.6127E-16	1.7661E+00	2.0043E+01
1.7725E+00	5.6861E-16	1.7725E+00	2.0306E+01
1.7789E+00	5.8200E-16	1.7789E+00	2.0784E+01
1.7852E+00	6.0082E-16	1.7852E+00	2.1456E+01
1.7916E+00	6.2425E-16	1.7916E+00	2.2292E+01
1.7980E+00	6.5135E-16	1.7980E+00	2.3260E+01
1.8043E+00	6.8108E-16	1.8043E+00	2.4322E+01
1.8106E+00	7.1233E-16	1.8106E+00	2.5438E+01
1.8170E+00	7.4400E-16	1.8170E+00	2.6569E+01
1.8233E+00	7.7499E-16	1.8233E+00	2.7675E+01
1.8297E+00	8.0431E-16	1.8297E+00	2.8722E+01
1.8360E+00	8.3106E-16	1.8360E+00	2.9678E+01
1.8423E+00	8.5451E-16	1.8423E+00	3.0515E+01
1.8487E+00	8.7413E-16	1.8487E+00	3.1216E+01
1.8550E+00	8.8957E-16	1.8550E+00	3.1767E+01
1.8613E+00	9.0069E-16	1.8613E+00	3.2164E+01
1.8676E+00	9.0753E-16	1.8676E+00	3.2409E+01
1.8739E+00	9.1026E-16	1.8739E+00	3.2506E+01
1.8802E+00	9.0914E-16	1.8802E+00	3.2466E+01
1.8865E+00	9.0446E-16	1.8865E+00	3.2299E+01
1.8928E+00	8.9655E-16	1.8928E+00	3.2016E+01
1.8991E+00	8.8569E-16	1.8991E+00	3.1628E+01
1.9053E+00	8.7215E-16	1.9053E+00	3.1145E+01
1.9116E+00	8.5622E-16	1.9116E+00	3.0576E+01
1.9179E+00	8.3818E-16	1.9179E+00	2.9932E+01
1.9241E+00	8.1835E-16	1.9241E+00	2.9224E+01
1.9304E+00	7.9709E-16	1.9304E+00	2.8465E+01
1.9366E+00	7.7484E-16	1.9366E+00	2.7670E+01
1.9429E+00	7.5208E-16	1.9429E+00	2.6857E+01
1.9491E+00	7.2933E-16	1.9491E+00	2.6045E+01
1.9553E+00	7.0717E-16	1.9553E+00	2.5254E+01
1.9616E+00	6.8618E-16	1.9616E+00	2.4504E+01
1.9678E+00	6.6692E-16	1.9678E+00	2.3816E+01
1.9740E+00	6.4996E-16	1.9740E+00	2.3210E+01
1.9802E+00	6.3580E-16	1.9802E+00	2.2705E+01
1.9864E+00	6.2491E-16	1.9864E+00	2.2316E+01
1.9926E+00	6.1761E-16	1.9926E+00	2.2055E+01
1.9988E+00	6.1413E-16	1.9988E+00	2.1931E+01
2.0049E+00	6.1454E-16	2.0049E+00	2.1946E+01
2.0111E+00	6.1870E-16	2.0111E+00	2.2094E+01
2.0173E+00	6.2628E-16	2.0173E+00	2.2365E+01
2.0234E+00	6.3676E-16	2.0234E+00	2.2739E+01
2.0296E+00	6.4945E-16	2.0296E+00	2.3192E+01
2.0357E+00	6.6351E-16	2.0357E+00	2.3694E+01
2.0418E+00	6.7805E-16	2.0418E+00	2.4213E+01
2.0480E+00	6.9215E-16	2.0480E+00	2.4717E+01
2.0541E+00	7.0498E-16	2.0541E+00	2.5175E+01
2.0602E+00	7.1585E-16	2.0602E+00	2.5563E+01
2.0663E+00	7.2423E-16	2.0663E+00	2.5863E+01
2.0724E+00	7.2990E-16	2.0724E+00	2.6065E+01
2.0784E+00	7.3285E-16	2.0784E+00	2.6171E+01
2.0845E+00	7.3340E-16	2.0845E+00	2.6190E+01
2.0906E+00	7.3214E-16	2.0906E+00	2.6145E+01
2.0966E+00	7.2991E-16	2.0966E+00	2.6066E+01
2.1027E+00	7.2778E-16	2.1027E+00	2.5989E+01
2.1087E+00	7.2695E-16	2.1087E+00	2.5960E+01
2.1147E+00	7.2871E-16	2.1147E+00	2.6023E+01
2.1208E+00	7.3433E-16	2.1208E+00	2.6223E+01
2.1268E+00	7.4498E-16	2.1268E+00	2.6604E+01
2.1328E+00	7.6163E-16	2.1328E+00	2.7198E+01
2.1388E+00	7.8496E-16	2.1388E+00	2.8031E+01
2.1447E+00	8.1527E-16	2.1447E+00	2.9114E+01
2.1507E+00	8.5248E-16	2.1507E+00	3.0443E+01
2.1567E+00	8.9603E-16	2.1567E+00	3.1998E+01
2.1626E+00	9.4493E-16	2.1626E+00	3.3744E+01
2.1686E+00	9.9777E-16	2.1686E+00	3.5631E+01
