Heavy particle collisions / Elastic Scattering / H, H --> H
IAEA-APID-8 (1998)
Differential cross sections
 
Validity limits and fit function with fit parameters


ID	Process	Reaction	Validity limits in sr	Energy origin	Limits in authors' unit	Fit function
1	EL	H, H (E= .100 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
2	EL	H, H (E= 1.00 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
3	EL	H, H (E= 1.25 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
4	EL	H, H (E= 1.58 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
5	EL	H, H (E= 1.99 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
6	EL	H, H (E= 2.51 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
7	EL	H, H (E= 3.16 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
8	EL	H, H (E= 3.98 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
9	EL	H, H (E= 5.01 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
10	EL	H, H (E= 6.30 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
11	EL	H, H (E= 7.94 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
12	EL	H, H (E= .125 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
13	EL	H, H (E= 10.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
14	EL	H, H (E= 12.5 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
15	EL	H, H (E= 15.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
16	EL	H, H (E= 19.9 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
17	EL	H, H (E= 25.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
18	EL	H, H (E= 31.6 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
19	EL	H, H (E= 39.8 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
20	EL	H, H (E= 50.1 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
21	EL	H, H (E= 63.0 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
22	EL	H, H (E= 79.4 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
23	EL	H, H (E= .158 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
24	EL	H, H (E= 100. eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
25	EL	H, H (E= .199 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
26	EL	H, H (E= .251 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
27	EL	H, H (E= .316 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
28	EL	H, H (E= .398 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
29	EL	H, H (E= .501 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
30	EL	H, H (E= .631 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
31	EL	H, H (E= .794 eV CM Energy) --> H, H(P.S. Krstic et al)	7.6907e-06	3.1416e+00	CenterOfMass	7.6907e-06	3.1416e+00 in sr	Raw data, no fit parameter
Units conversion	Graphic layouts	Output options
x	Energy origin	y

sr

Projectile

cm2
cm2
vs
sr	PNG file
PDF file
GZipped PostScript file
XML
Numerical data
   1   	H, H (E= .100 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
2.1745E+00	1.0528E-15	2.1745E+00	3.7596E+01
2.1804E+00	1.1080E-15	2.1804E+00	3.9567E+01
2.1863E+00	1.1611E-15	2.1863E+00	4.1464E+01
2.1923E+00	1.2099E-15	2.1923E+00	4.3208E+01
2.1981E+00	1.2523E-15	2.1981E+00	4.4719E+01
2.2040E+00	1.2861E-15	2.2040E+00	4.5926E+01
2.2099E+00	1.3097E-15	2.2099E+00	4.6769E+01
2.2157E+00	1.3217E-15	2.2157E+00	4.7199E+01
2.2216E+00	1.3214E-15	2.2216E+00	4.7188E+01
2.2274E+00	1.3084E-15	2.2274E+00	4.6722E+01
2.2333E+00	1.2828E-15	2.2333E+00	4.5811E+01
2.2391E+00	1.2456E-15	2.2391E+00	4.4481E+01
2.2449E+00	1.1979E-15	2.2449E+00	4.2778E+01
2.2507E+00	1.1415E-15	2.2507E+00	4.0763E+01
2.2565E+00	1.0784E-15	2.2565E+00	3.8511E+01
2.2622E+00	1.0110E-15	2.2622E+00	3.6105E+01
2.2680E+00	9.4183E-16	2.2680E+00	3.3633E+01
2.2738E+00	8.7330E-16	2.2738E+00	3.1186E+01
2.2795E+00	8.0782E-16	2.2795E+00	2.8848E+01
2.2852E+00	7.4752E-16	2.2852E+00	2.6695E+01
2.2909E+00	6.9424E-16	2.2909E+00	2.4792E+01
2.2966E+00	6.4936E-16	2.2966E+00	2.3189E+01
2.3023E+00	6.1383E-16	2.3023E+00	2.1920E+01
2.3080E+00	5.8815E-16	2.3080E+00	2.1003E+01
2.3136E+00	5.7231E-16	2.3136E+00	2.0438E+01
2.3193E+00	5.6592E-16	2.3193E+00	2.0209E+01
2.3249E+00	5.6821E-16	2.3249E+00	2.0291E+01
2.3306E+00	5.7810E-16	2.3306E+00	2.0644E+01
2.3362E+00	5.9432E-16	2.3362E+00	2.1224E+01
2.3418E+00	6.1548E-16	2.3418E+00	2.1979E+01
2.3474E+00	6.4015E-16	2.3474E+00	2.2860E+01
2.3529E+00	6.6694E-16	2.3529E+00	2.3817E+01
2.3585E+00	6.9462E-16	2.3585E+00	2.4805E+01
2.3641E+00	7.2211E-16	2.3641E+00	2.5787E+01
2.3696E+00	7.4862E-16	2.3696E+00	2.6734E+01
2.3751E+00	7.7362E-16	2.3751E+00	2.7627E+01
2.3806E+00	7.9690E-16	2.3806E+00	2.8458E+01
2.3861E+00	8.1854E-16	2.3861E+00	2.9230E+01
2.3916E+00	8.3891E-16	2.3916E+00	2.9958E+01
2.3971E+00	8.5860E-16	2.3971E+00	3.0661E+01
2.4025E+00	8.7838E-16	2.4025E+00	3.1367E+01
2.4080E+00	8.9907E-16	2.4080E+00	3.2106E+01
2.4134E+00	9.2153E-16	2.4134E+00	3.2908E+01
2.4188E+00	9.4649E-16	2.4188E+00	3.3800E+01
2.4242E+00	9.7456E-16	2.4242E+00	3.4802E+01
2.4296E+00	1.0061E-15	2.4296E+00	3.5929E+01
2.4350E+00	1.0413E-15	2.4350E+00	3.7185E+01
2.4403E+00	1.0799E-15	2.4403E+00	3.8564E+01
2.4457E+00	1.1216E-15	2.4457E+00	4.0052E+01
2.4510E+00	1.1656E-15	2.4510E+00	4.1623E+01
2.4563E+00	1.2110E-15	2.4563E+00	4.3245E+01
2.4616E+00	1.2567E-15	2.4616E+00	4.4876E+01
2.4669E+00	1.3014E-15	2.4669E+00	4.6472E+01
2.4721E+00	1.3436E-15	2.4721E+00	4.7982E+01
2.4774E+00	1.3820E-15	2.4774E+00	4.9354E+01
2.4826E+00	1.4151E-15	2.4826E+00	5.0534E+01
2.4878E+00	1.4414E-15	2.4878E+00	5.1473E+01
2.4931E+00	1.4596E-15	2.4931E+00	5.2124E+01
2.4982E+00	1.4687E-15	2.4982E+00	5.2448E+01
2.5034E+00	1.4678E-15	2.5034E+00	5.2416E+01
2.5086E+00	1.4564E-15	2.5086E+00	5.2009E+01
2.5137E+00	1.4343E-15	2.5137E+00	5.1221E+01
2.5188E+00	1.4018E-15	2.5188E+00	5.0061E+01
2.5240E+00	1.3596E-15	2.5240E+00	4.8551E+01
2.5290E+00	1.3085E-15	2.5290E+00	4.6727E+01
2.5341E+00	1.2499E-15	2.5341E+00	4.4635E+01
2.5392E+00	1.1854E-15	2.5392E+00	4.2331E+01
2.5442E+00	1.1167E-15	2.5442E+00	3.9878E+01
2.5493E+00	1.0457E-15	2.5493E+00	3.7343E+01
2.5543E+00	9.7438E-16	2.5543E+00	3.4796E+01
2.5593E+00	9.0454E-16	2.5593E+00	3.2302E+01
2.5643E+00	8.3800E-16	2.5643E+00	2.9926E+01
2.5692E+00	7.7640E-16	2.5692E+00	2.7726E+01
2.5742E+00	7.2119E-16	2.5742E+00	2.5754E+01
2.5791E+00	6.7359E-16	2.5791E+00	2.4054E+01
2.5840E+00	6.3455E-16	2.5840E+00	2.2660E+01
2.5889E+00	6.0476E-16	2.5889E+00	2.1596E+01
2.5938E+00	5.8459E-16	2.5938E+00	2.0876E+01
2.5987E+00	5.7410E-16	2.5987E+00	2.0501E+01
2.6035E+00	5.7304E-16	2.6035E+00	2.0463E+01
2.6083E+00	5.8084E-16	2.6083E+00	2.0742E+01
2.6132E+00	5.9669E-16	2.6132E+00	2.1308E+01
2.6180E+00	6.1951E-16	2.6180E+00	2.2123E+01
2.6227E+00	6.4802E-16	2.6227E+00	2.3141E+01
2.6275E+00	6.8084E-16	2.6275E+00	2.4313E+01
2.6322E+00	7.1652E-16	2.6322E+00	2.5587E+01
2.6370E+00	7.5359E-16	2.6370E+00	2.6911E+01
2.6417E+00	7.9069E-16	2.6417E+00	2.8236E+01
2.6464E+00	8.2655E-16	2.6464E+00	2.9517E+01
2.6510E+00	8.6010E-16	2.6510E+00	3.0715E+01
2.6557E+00	8.9045E-16	2.6557E+00	3.1799E+01
2.6603E+00	9.1697E-16	2.6603E+00	3.2746E+01
2.6649E+00	9.3924E-16	2.6649E+00	3.3541E+01
2.6695E+00	9.5709E-16	2.6695E+00	3.4178E+01
2.6741E+00	9.7058E-16	2.6741E+00	3.4660E+01
2.6787E+00	9.7999E-16	2.6787E+00	3.4996E+01
2.6832E+00	9.8581E-16	2.6832E+00	3.5204E+01
2.6877E+00	9.8869E-16	2.6877E+00	3.5307E+01
2.6923E+00	9.8948E-16	2.6923E+00	3.5335E+01
2.6967E+00	9.8912E-16	2.6967E+00	3.5322E+01
2.7012E+00	9.8869E-16	2.7012E+00	3.5307E+01
2.7056E+00	9.8930E-16	2.7056E+00	3.5328E+01
2.7101E+00	9.9210E-16	2.7101E+00	3.5429E+01
2.7145E+00	9.9821E-16	2.7145E+00	3.5647E+01
2.7189E+00	1.0087E-15	2.7189E+00	3.6020E+01
2.7233E+00	1.0244E-15	2.7233E+00	3.6581E+01
2.7276E+00	1.0461E-15	2.7276E+00	3.7357E+01
2.7319E+00	1.0743E-15	2.7319E+00	3.8365E+01
2.7363E+00	1.1094E-15	2.7363E+00	3.9618E+01
2.7406E+00	1.1514E-15	2.7406E+00	4.1116E+01
2.7448E+00	1.2000E-15	2.7448E+00	4.2853E+01
2.7491E+00	1.2548E-15	2.7491E+00	4.4811E+01
2.7533E+00	1.3152E-15	2.7533E+00	4.6966E+01
2.7575E+00	1.3802E-15	2.7575E+00	4.9286E+01
2.7617E+00	1.4487E-15	2.7617E+00	5.1733E+01
2.7659E+00	1.5196E-15	2.7659E+00	5.4264E+01
2.7701E+00	1.5915E-15	2.7701E+00	5.6833E+01
2.7742E+00	1.6631E-15	2.7742E+00	5.9390E+01
2.7783E+00	1.7330E-15	2.7783E+00	6.1887E+01
2.7824E+00	1.7999E-15	2.7824E+00	6.4276E+01
2.7865E+00	1.8625E-15	2.7865E+00	6.6510E+01
2.7906E+00	1.9195E-15	2.7906E+00	6.8545E+01
2.7946E+00	1.9698E-15	2.7946E+00	7.0344E+01
2.7986E+00	2.0126E-15	2.7986E+00	7.1871E+01
2.8026E+00	2.0471E-15	2.8026E+00	7.3102E+01
2.8066E+00	2.0726E-15	2.8066E+00	7.4014E+01
2.8105E+00	2.0890E-15	2.8105E+00	7.4599E+01
2.8145E+00	2.0961E-15	2.8145E+00	7.4852E+01
2.8184E+00	2.0941E-15	2.8184E+00	7.4780E+01
2.8223E+00	2.0834E-15	2.8223E+00	7.4399E+01
2.8261E+00	2.0647E-15	2.8261E+00	7.3733E+01
2.8300E+00	2.0390E-15	2.8300E+00	7.2814E+01
2.8338E+00	2.0073E-15	2.8338E+00	7.1681E+01
2.8376E+00	1.9709E-15	2.8376E+00	7.0381E+01
2.8414E+00	1.9311E-15	2.8414E+00	6.8961E+01
2.8452E+00	1.8895E-15	2.8452E+00	6.7474E+01
2.8489E+00	1.8474E-15	2.8489E+00	6.5973E+01
2.8526E+00	1.8064E-15	2.8526E+00	6.4509E+01
2.8563E+00	1.7679E-15	2.8563E+00	6.3133E+01
2.8600E+00	1.7330E-15	2.8600E+00	6.1887E+01
2.8637E+00	1.7030E-15	2.8637E+00	6.0814E+01
2.8673E+00	1.6786E-15	2.8673E+00	5.9945E+01
2.8709E+00	1.6608E-15	2.8709E+00	5.9307E+01
2.8745E+00	1.6499E-15	2.8745E+00	5.8917E+01
2.8781E+00	1.6462E-15	2.8781E+00	5.8788E+01
2.8816E+00	1.6499E-15	2.8816E+00	5.8919E+01
2.8852E+00	1.6608E-15	2.8852E+00	5.9307E+01
2.8887E+00	1.6784E-15	2.8887E+00	5.9938E+01
2.8922E+00	1.7023E-15	2.8922E+00	6.0792E+01
2.8956E+00	1.7318E-15	2.8956E+00	6.1843E+01
2.8991E+00	1.7658E-15	2.8991E+00	6.3058E+01
2.9025E+00	1.8035E-15	2.9025E+00	6.4403E+01
2.9059E+00	1.8436E-15	2.9059E+00	6.5836E+01
2.9092E+00	1.8850E-15	2.9092E+00	6.7316E+01
2.9126E+00	1.9266E-15	2.9126E+00	6.8799E+01
2.9159E+00	1.9670E-15	2.9159E+00	7.0241E+01
2.9192E+00	2.0051E-15	2.9192E+00	7.1602E+01
2.9225E+00	2.0398E-15	2.9225E+00	7.2843E+01
2.9258E+00	2.0702E-15	2.9258E+00	7.3928E+01
2.9290E+00	2.0954E-15	2.9290E+00	7.4828E+01
2.9322E+00	2.1148E-15	2.9322E+00	7.5522E+01
2.9354E+00	2.1281E-15	2.9354E+00	7.5995E+01
2.9386E+00	2.1349E-15	2.9386E+00	7.6240E+01
2.9417E+00	2.1356E-15	2.9417E+00	7.6262E+01
2.9448E+00	2.1303E-15	2.9448E+00	7.6073E+01
2.9479E+00	2.1197E-15	2.9479E+00	7.5696E+01
2.9510E+00	2.1048E-15	2.9510E+00	7.5164E+01
2.9541E+00	2.0867E-15	2.9541E+00	7.4518E+01
2.9571E+00	2.0669E-15	2.9571E+00	7.3809E+01
2.9601E+00	2.0469E-15	2.9601E+00	7.3095E+01
2.9631E+00	2.0285E-15	2.9631E+00	7.2439E+01
2.9661E+00	2.0138E-15	2.9661E+00	7.1913E+01
2.9690E+00	2.0047E-15	2.9690E+00	7.1589E+01
2.9719E+00	2.0034E-15	2.9719E+00	7.1543E+01
2.9748E+00	2.0121E-15	2.9748E+00	7.1853E+01
2.9777E+00	2.0329E-15	2.9777E+00	7.2595E+01
2.9805E+00	2.0679E-15	2.9805E+00	7.3844E+01
2.9833E+00	2.1190E-15	2.9833E+00	7.5672E+01
2.9861E+00	2.1883E-15	2.9861E+00	7.8144E+01
2.9889E+00	2.2773E-15	2.9889E+00	8.1322E+01
2.9917E+00	2.3875E-15	2.9917E+00	8.5261E+01
2.9944E+00	2.5204E-15	2.9944E+00	9.0006E+01
2.9971E+00	2.6770E-15	2.9971E+00	9.5596E+01
2.9998E+00	2.8580E-15	2.9998E+00	1.0206E+02
3.0024E+00	3.0640E-15	3.0024E+00	1.0942E+02
3.0051E+00	3.2953E-15	3.0051E+00	1.1768E+02
3.0077E+00	3.5519E-15	3.0077E+00	1.2684E+02
3.0102E+00	3.8334E-15	3.0102E+00	1.3689E+02
3.0128E+00	4.1394E-15	3.0128E+00	1.4782E+02
3.0153E+00	4.4688E-15	3.0153E+00	1.5959E+02
3.0178E+00	4.8207E-15	3.0178E+00	1.7215E+02
3.0203E+00	5.1937E-15	3.0203E+00	1.8547E+02
3.0228E+00	5.5860E-15	3.0228E+00	1.9948E+02
3.0252E+00	5.9960E-15	3.0252E+00	2.1412E+02
3.0276E+00	6.4215E-15	3.0276E+00	2.2932E+02
3.0300E+00	6.8604E-15	3.0300E+00	2.4499E+02
3.0324E+00	7.3103E-15	3.0324E+00	2.6106E+02
3.0347E+00	7.7688E-15	3.0347E+00	2.7743E+02
3.0370E+00	8.2333E-15	3.0370E+00	2.9402E+02
3.0393E+00	8.7011E-15	3.0393E+00	3.1072E+02
3.0416E+00	9.1696E-15	3.0416E+00	3.2745E+02
3.0438E+00	9.6361E-15	3.0438E+00	3.4411E+02
3.0461E+00	1.0098E-14	3.0461E+00	3.6060E+02
3.0483E+00	1.0552E-14	3.0483E+00	3.7684E+02
3.0504E+00	1.0997E-14	3.0504E+00	3.9272E+02
3.0526E+00	1.1430E-14	3.0526E+00	4.0816E+02
3.0547E+00	1.1848E-14	3.0547E+00	4.2308E+02
3.0568E+00	1.2249E-14	3.0568E+00	4.3741E+02
3.0589E+00	1.2631E-14	3.0589E+00	4.5105E+02
3.0609E+00	1.2992E-14	3.0609E+00	4.6396E+02
3.0629E+00	1.3331E-14	3.0629E+00	4.7606E+02
3.0649E+00	1.3646E-14	3.0649E+00	4.8730E+02
3.0669E+00	1.3935E-14	3.0669E+00	4.9764E+02
3.0688E+00	1.4198E-14	3.0688E+00	5.0703E+02
3.0707E+00	1.4434E-14	3.0707E+00	5.1543E+02
3.0726E+00	1.4641E-14	3.0726E+00	5.2283E+02
3.0745E+00	1.4819E-14	3.0745E+00	5.2919E+02
3.0764E+00	1.4968E-14	3.0764E+00	5.3450E+02
3.0782E+00	1.5087E-14	3.0782E+00	5.3876E+02
3.0800E+00	1.5177E-14	3.0800E+00	5.4197E+02
3.0817E+00	1.5237E-14	3.0817E+00	5.4412E+02
3.0835E+00	1.5268E-14	3.0835E+00	5.4522E+02
3.0852E+00	1.5270E-14	3.0852E+00	5.4530E+02
3.0869E+00	1.5244E-14	3.0869E+00	5.4437E+02
3.0886E+00	1.5190E-14	3.0886E+00	5.4245E+02
3.0902E+00	1.5110E-14	3.0902E+00	5.3958E+02
3.0918E+00	1.5003E-14	3.0918E+00	5.3577E+02
3.0934E+00	1.4872E-14	3.0934E+00	5.3108E+02
3.0950E+00	1.4716E-14	3.0950E+00	5.2553E+02
3.0965E+00	1.4538E-14	3.0965E+00	5.1916E+02
3.0980E+00	1.4338E-14	3.0980E+00	5.1202E+02
3.0995E+00	1.4118E-14	3.0995E+00	5.0415E+02
3.1010E+00	1.3878E-14	3.1010E+00	4.9560E+02
3.1024E+00	1.3621E-14	3.1024E+00	4.8641E+02
3.1038E+00	1.3347E-14	3.1038E+00	4.7663E+02
3.1052E+00	1.3058E-14	3.1052E+00	4.6631E+02
3.1066E+00	1.2755E-14	3.1066E+00	4.5549E+02
3.1079E+00	1.2439E-14	3.1079E+00	4.4422E+02
3.1092E+00	1.2112E-14	3.1092E+00	4.3255E+02
3.1105E+00	1.1776E-14	3.1105E+00	4.2052E+02
3.1118E+00	1.1430E-14	3.1118E+00	4.0818E+02
3.1130E+00	1.1078E-14	3.1130E+00	3.9559E+02
3.1142E+00	1.0719E-14	3.1142E+00	3.8277E+02
3.1154E+00	1.0355E-14	3.1154E+00	3.6977E+02
3.1165E+00	9.9870E-15	3.1165E+00	3.5664E+02
3.1177E+00	9.6166E-15	3.1177E+00	3.4341E+02
3.1188E+00	9.2446E-15	3.1188E+00	3.3013E+02
3.1199E+00	8.8720E-15	3.1199E+00	3.1682E+02
3.1209E+00	8.4998E-15	3.1209E+00	3.0353E+02
3.1219E+00	8.1289E-15	3.1219E+00	2.9029E+02
3.1229E+00	7.7603E-15	3.1229E+00	2.7712E+02
3.1239E+00	7.3947E-15	3.1239E+00	2.6407E+02
3.1248E+00	7.0330E-15	3.1248E+00	2.5115E+02
3.1258E+00	6.6758E-15	3.1258E+00	2.3840E+02
3.1267E+00	6.3239E-15	3.1267E+00	2.2583E+02
3.1275E+00	5.9780E-15	3.1275E+00	2.1348E+02
3.1284E+00	5.6385E-15	3.1284E+00	2.0136E+02
3.1292E+00	5.3061E-15	3.1292E+00	1.8949E+02
3.1300E+00	4.9813E-15	3.1300E+00	1.7789E+02
3.1308E+00	4.6645E-15	3.1308E+00	1.6657E+02
3.1315E+00	4.3562E-15	3.1315E+00	1.5556E+02
3.1322E+00	4.0567E-15	3.1322E+00	1.4487E+02
3.1329E+00	3.7664E-15	3.1329E+00	1.3450E+02
3.1336E+00	3.4856E-15	3.1336E+00	1.2447E+02
3.1342E+00	3.2146E-15	3.1342E+00	1.1480E+02
3.1348E+00	2.9537E-15	3.1348E+00	1.0548E+02
3.1354E+00	2.7030E-15	3.1354E+00	9.6525E+01
3.1359E+00	2.4628E-15	3.1359E+00	8.7947E+01
3.1365E+00	2.2332E-15	3.1365E+00	7.9748E+01
3.1370E+00	2.0144E-15	3.1370E+00	7.1934E+01
3.1375E+00	1.8065E-15	3.1375E+00	6.4510E+01
3.1379E+00	1.6096E-15	3.1379E+00	5.7480E+01
3.1383E+00	1.4239E-15	3.1383E+00	5.0847E+01
3.1387E+00	1.2493E-15	3.1387E+00	4.4614E+01
3.1391E+00	1.0861E-15	3.1391E+00	3.8784E+01
3.1395E+00	9.3412E-16	3.1395E+00	3.3358E+01
3.1398E+00	7.9353E-16	3.1398E+00	2.8338E+01
3.1401E+00	6.6436E-16	3.1401E+00	2.3725E+01
3.1403E+00	5.4661E-16	3.1403E+00	1.9520E+01
3.1406E+00	4.4031E-16	3.1406E+00	1.5724E+01
3.1408E+00	3.4548E-16	3.1408E+00	1.2337E+01
3.1410E+00	2.6212E-16	3.1410E+00	9.3606E+00
3.1412E+00	1.9026E-16	3.1412E+00	6.7943E+00
3.1413E+00	1.2989E-16	3.1413E+00	4.6383E+00
3.1414E+00	8.1010E-17	3.1414E+00	2.8929E+00
3.1415E+00	4.3633E-17	3.1415E+00	1.5581E+00
3.1416E+00	1.7754E-17	3.1416E+00	6.3401E-01
3.1416E+00	3.3696E-18	3.1416E+00	1.2033E-01

   27   	H, H (E= .316 eV CM Energy) --> H, H

P.S. Krstic, D.R. Schultz
IAEA-APID-8 (1998)
User Units	Authors' Units
Angle in sr (CenterOfMass)	Cross section in cm2	Differential cross sections cm2 vs rd (CenterOfMass)
7.6907E-06	4.4425E-18	7.6907E-06	1.5865E-01
4.0522E-05	2.3407E-17	4.0522E-05	8.3589E-01
9.9587E-05	5.7526E-17	9.9587E-05	2.0543E+00
1.8490E-04	1.0681E-16	1.8490E-04	3.8141E+00
2.9646E-04	1.7124E-16	2.9646E-04	6.1152E+00
4.3426E-04	2.5084E-16	4.3426E-04	8.9576E+00
5.9831E-04	3.4559E-16	5.9831E-04	1.2341E+01
7.8859E-04	4.5547E-16	7.8859E-04	1.6265E+01
1.0051E-03	5.8049E-16	1.0051E-03	2.0730E+01
1.2479E-03	7.2062E-16	1.2479E-03	2.5734E+01
1.5169E-03	8.7584E-16	1.5169E-03	3.1277E+01
1.8121E-03	1.0461E-15	1.8121E-03	3.7357E+01
2.1335E-03	1.2314E-15	2.1335E-03	4.3973E+01
2.4811E-03	1.4316E-15	2.4811E-03	5.1124E+01
2.8550E-03	1.6467E-15	2.8550E-03	5.8805E+01
3.2551E-03	1.8766E-15	3.2551E-03	6.7016E+01
3.6813E-03	2.1212E-15	3.6813E-03	7.5750E+01
4.1337E-03	2.3804E-15	4.1337E-03	8.5005E+01
4.6124E-03	2.6540E-15	4.6124E-03	9.4775E+01
5.1171E-03	2.9418E-15	5.1171E-03	1.0505E+02
5.6481E-03	3.2437E-15	5.6481E-03	1.1583E+02
6.2052E-03	3.5593E-15	6.2052E-03	1.2711E+02
6.7885E-03	3.8885E-15	6.7885E-03	1.3886E+02
7.3979E-03	4.2308E-15	7.3979E-03	1.5109E+02
8.0334E-03	4.5861E-15	8.0334E-03	1.6377E+02
8.6950E-03	4.9538E-15	8.6950E-03	1.7690E+02
9.3828E-03	5.3335E-15	9.3828E-03	1.9046E+02
1.0097E-02	5.7246E-15	1.0097E-02	2.0443E+02
1.0837E-02	6.1268E-15	1.0837E-02	2.1879E+02
1.1602E-02	6.5393E-15	1.1602E-02	2.3352E+02
1.2395E-02	6.9614E-15	1.2395E-02	2.4860E+02
1.3213E-02	7.3925E-15	1.3213E-02	2.6399E+02
1.4057E-02	7.8318E-15	1.4057E-02	2.7968E+02
1.4927E-02	8.2783E-15	1.4927E-02	2.9562E+02
1.5823E-02	8.7311E-15	1.5823E-02	3.1179E+02
1.6745E-02	9.1892E-15	1.6745E-02	3.2815E+02
1.7693E-02	9.6516E-15	1.7693E-02	3.4467E+02
1.8667E-02	1.0117E-14	1.8667E-02	3.6129E+02
1.9667E-02	1.0584E-14	1.9667E-02	3.7798E+02
2.0693E-02	1.1052E-14	2.0693E-02	3.9468E+02
2.1745E-02	1.1519E-14	2.1745E-02	4.1136E+02
